# Busbibliotheek database versie 29 maart 2026
"vehicle_id";"bus";"license_plate";"id_date";"ud_date";"owner";"spotted";"hansea_id";"intern_id";"VIN";"hide-vin";"old_vehicle_id";"old_license_plate";"operator";"notes"
"2252";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAJ-853";"4/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2253";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-765";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2254";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-775";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2255";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-790";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2256";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-801";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2257";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-816";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2258";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-827";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2259";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-835";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2260";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-846";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2261";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-865";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2262";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-880";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2263";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-890";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2264";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-899";"21/02/2019";"9/11/2022";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2265";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-910";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2266";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VTC-929";"21/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2267";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-307";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2268";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-325";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2269";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-358";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2270";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-367";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2271";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-377";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2272";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-450";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2273";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-413";"10/05/2019";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2274";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VXK-428";"5/10/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2275";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAJ-868";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2276";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAJ-983";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2277";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-017";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2278";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-052";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2279";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-086";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2280";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-106";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2281";"VDL Bus & Coach Citea SLE-120 Hybrid";"2-GET-552";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"1-WAK-118";"De Lijn";
"2282";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-139";"23/04/2019";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2283";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WAK-146";"23/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2284";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-149";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2285";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-153";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2286";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-157";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2287";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-161";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2288";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-168";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2289";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-170";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2290";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-177";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2291";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-185";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2292";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-188";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2293";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-VGQ-195";"11/06/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2294";"VDL Bus & Coach Citea SLE-120";"1-UCN-060";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2295";"VDL Bus & Coach Citea SLE-120";"1-UCN-093";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2296";"VDL Bus & Coach Citea SLE-120";"1-UCN-119";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2297";"VDL Bus & Coach Citea SLE-120";"1-UCN-129";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2298";"VDL Bus & Coach Citea SLE-120";"1-UCN-142";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2299";"VDL Bus & Coach Citea SLE-120";"1-UCN-158";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2300";"VDL Bus & Coach Citea SLE-120";"1-UCN-177";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2301";"VDL Bus & Coach Citea SLE-120";"1-UCN-197";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2302";"VDL Bus & Coach Citea SLE-120";"1-UCN-218";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2303";"VDL Bus & Coach Citea SLE-120";"1-UCN-231";"29/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2304";"VDL Bus & Coach Citea SLE-120";"1-UCQ-395";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2305";"VDL Bus & Coach Citea SLE-120";"1-UCQ-402";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2306";"VDL Bus & Coach Citea SLE-120";"1-UCQ-416";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2307";"VDL Bus & Coach Citea SLE-120";"1-UCQ-428";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2308";"VDL Bus & Coach Citea SLE-120";"1-UCQ-437";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2309";"VDL Bus & Coach Citea SLE-120";"1-UCQ-578";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2310";"VDL Bus & Coach Citea SLE-120";"1-UCQ-592";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2311";"VDL Bus & Coach Citea SLE-120";"1-UCQ-602";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2312";"VDL Bus & Coach Citea SLE-120";"1-UCQ-610";"30/03/2018";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2313";"VDL Bus & Coach Citea SLE-120";"1-UCQ-620";"30/03/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2314";"VDL Bus & Coach Citea SLE-120";"1-UDD-854";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2315";"VDL Bus & Coach Citea SLE-120";"1-UDD-868";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2316";"VDL Bus & Coach Citea SLE-120";"1-UDD-876";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2317";"VDL Bus & Coach Citea SLE-120";"1-UDD-886";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2318";"VDL Bus & Coach Citea SLE-120";"1-UDD-908";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2319";"VDL Bus & Coach Citea SLE-120";"1-UDD-933";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2320";"VDL Bus & Coach Citea SLE-120";"1-UDD-947";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2321";"VDL Bus & Coach Citea SLE-120";"1-UDD-957";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2322";"VDL Bus & Coach Citea SLE-120";"1-UDD-965";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2323";"VDL Bus & Coach Citea SLE-120";"1-UDD-976";"4/05/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2324";"VDL Bus & Coach Citea SLE-120";"1-UDZ-344";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2325";"VDL Bus & Coach Citea SLE-120";"1-UDZ-404";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2326";"VDL Bus & Coach Citea SLE-120";"1-UDZ-441";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2327";"VDL Bus & Coach Citea SLE-120";"1-UDZ-499";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2328";"VDL Bus & Coach Citea SLE-120";"1-UDZ-534";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2329";"VDL Bus & Coach Citea SLE-120";"1-UDZ-549";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2330";"VDL Bus & Coach Citea SLE-120";"1-UDZ-563";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2331";"VDL Bus & Coach Citea SLE-120";"1-UDZ-571";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2332";"VDL Bus & Coach Citea SLE-120";"1-UDZ-592";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2333";"VDL Bus & Coach Citea SLE-120";"1-UDZ-267";"4/12/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2334";"VDL Bus & Coach Citea SLE-120";"1-UEV-563";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2335";"VDL Bus & Coach Citea SLE-120";"1-UEV-612";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2336";"VDL Bus & Coach Citea SLE-120";"1-UEW-140";"19/04/2018";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2337";"VDL Bus & Coach Citea SLE-120";"1-UEW-156";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2338";"VDL Bus & Coach Citea SLE-120";"1-UEW-172";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2339";"VDL Bus & Coach Citea SLE-120";"1-UEW-348";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2340";"VDL Bus & Coach Citea SLE-120";"1-UEW-401";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2341";"VDL Bus & Coach Citea SLE-120";"1-UEW-447";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2342";"VDL Bus & Coach Citea SLE-120";"1-UEW-469";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2343";"VDL Bus & Coach Citea SLE-120";"1-UEW-478";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2344";"VDL Bus & Coach Citea SLE-120";"1-UEW-506";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2345";"VDL Bus & Coach Citea SLE-120";"1-UEW-518";"19/04/2018";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2346";"VDL Bus & Coach Citea SLE-120";"1-UEW-538";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2347";"VDL Bus & Coach Citea SLE-120";"1-UEW-554";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2348";"VDL Bus & Coach Citea SLE-120";"1-UEW-567";"19/04/2018";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2349";"Van Hool Exqui.City 24 Hybrid";"1-XPX-295";"3/03/2020";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2350";"Van Hool Exqui.City 24 Hybrid";"1-XVT-757";"6/09/2020";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2351";"Van Hool Exqui.City 24 Hybrid";"1-WNR-071";"23/07/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2352";"Van Hool Exqui.City 24 Hybrid";"1-VUK-395";"3/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2353";"Van Hool Exqui.City 24 Hybrid";"1-VUK-323";"3/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2354";"Van Hool Exqui.City 24 Hybrid";"1-WLG-863";"7/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2355";"Van Hool Exqui.City 24 Hybrid";"1-VUK-374";"3/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2356";"Van Hool Exqui.City 24 Hybrid";"1-VUK-473";"3/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2357";"Van Hool Exqui.City 24 Hybrid";"1-WLH-900";"7/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2358";"Van Hool Exqui.City 24 Hybrid";"1-WLH-929";"7/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2359";"Van Hool Exqui.City 24 Hybrid";"1-WLH-948";"7/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2360";"Van Hool Exqui.City 24 Hybrid";"1-WLG-907";"7/02/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2361";"Van Hool Exqui.City 24 Hybrid";"1-WLW-462";"7/05/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2362";"Van Hool Exqui.City 24 Hybrid";"1-WLG-821";"7/08/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2363";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHR-998";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2364";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-295";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2365";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-325";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2366";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-382";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2367";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-418";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2368";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-448";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2369";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-710";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2370";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-738";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2371";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-749";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2372";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-760";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2373";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-835";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2374";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-861";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2375";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-530";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2376";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-541";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2377";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-555";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2378";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-568";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2379";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-587";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2380";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-600";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2381";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-542";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2382";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-560";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2383";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-584";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2384";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-605";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2385";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-617";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2386";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-628";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2387";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-494";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2388";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-526";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2389";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHN-627";"6/07/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2390";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-569";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2391";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WHS-621";"6/11/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2392";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-863";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2393";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-878";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2394";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLS-896";"4/07/2019";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"2395";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WKW-452";"27/06/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2396";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WKW-411";"27/06/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2397";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-606";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2398";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-618";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2399";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-630";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2400";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WLT-639";"7/04/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2401";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WKW-584";"27/06/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2402";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-644";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2403";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-679";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2404";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-693";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"2405";"VDL Bus & Coach Citea SLE-120 Hybrid";"1-WUF-705";"17/09/2019";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
